ts,symbol,side,qty,price,pnl
2025-07-01T15:32:01.386465,BTCUSDT,close,0.001,105997.7,0.10930000000000291
2025-07-01T15:32:02.990076,BTCUSDT,sell,0.001,105997.7,0.0
2025-07-01T15:32:02.991085,BTCUSDT,short,0.001,105997.7,0.0
2025-07-01T15:35:01.077547,BTCUSDT,buy,0.001,106112.1,0.0
2025-07-01T15:35:01.078569,BTCUSDT,close,0.001,106112.1,0.11440000000000873
2025-07-01T15:35:02.151018,BTCUSDT,sell,0.001,106111.2,0.0
2025-07-01T15:35:02.151018,BTCUSDT,short,0.001,106112.1,0.0
2025-07-01T15:42:01.409670,BTCUSDT,buy,0.001,105835.6,0.0
2025-07-01T15:42:01.410674,BTCUSDT,close,0.001,105835.6,-0.2765
2025-07-01T15:42:03.024072,BTCUSDT,sell,0.001,105830.8,0.0
2025-07-01T15:42:03.024072,BTCUSDT,short,0.001,105835.6,0.0
2025-07-01T15:47:01.548984,BTCUSDT,buy,0.001,105931.9,0.0
2025-07-01T15:47:01.549985,BTCUSDT,close,0.001,105931.9,0.09629999999998837
2025-07-01T15:47:03.158032,BTCUSDT,sell,0.001,105931.2,0.0
2025-07-01T15:47:03.159032,BTCUSDT,short,0.001,105931.9,0.0
2025-07-01T16:11:01.303944,BTCUSDT,buy,0.001,106033.1,0.0
2025-07-01T16:11:01.304961,BTCUSDT,close,0.001,106028.8,0.09690000000000873
2025-07-01T16:11:02.909918,BTCUSDT,sell,0.003,106031.8,0.0
2025-07-01T16:11:02.909918,BTCUSDT,short,0.003,106028.8,0.0
2025-07-01T16:12:02.887544,BTCUSDT,buy,0.003,106103.6,0.0
2025-07-01T16:12:02.888547,BTCUSDT,close,0.003,106103.6,0.22440000000000873
2025-07-01T16:12:04.497516,BTCUSDT,sell,0.003,106102.9,0.0
2025-07-01T16:12:04.498519,BTCUSDT,short,0.003,106103.6,0.0
2025-07-01T16:14:00.979644,BTCUSDT,buy,0.003,106228.8,0.0
2025-07-01T16:14:00.980710,BTCUSDT,close,0.003,106183.9,0.2408999999999651
2025-07-01T16:14:02.596180,BTCUSDT,sell,0.002,106228.7,0.0
2025-07-01T16:14:02.597213,BTCUSDT,short,0.002,106183.9,0.0
2025-07-01T16:22:04.018441,BTCUSDT,buy,0.002,106020.0,0.0
2025-07-01T16:22:04.019465,BTCUSDT,close,0.002,106020.5,-0.3267999999999884
2025-07-01T16:22:05.615780,BTCUSDT,sell,0.002,106016.9,0.0
2025-07-01T16:22:05.616844,BTCUSDT,short,0.002,106020.5,0.0
2025-07-01T16:25:01.085179,BTCUSDT,buy,0.002,106087.3,0.0
2025-07-01T16:25:01.086238,BTCUSDT,close,0.002,106086.0,0.131
2025-07-01T16:25:02.719987,BTCUSDT,sell,0.002,106082.0,0.0
2025-07-01T16:25:02.719987,BTCUSDT,short,0.002,106086.0,0.0
2025-07-01T16:28:01.114582,BTCUSDT,buy,0.002,106170.7,0.0
2025-07-01T16:28:01.115588,BTCUSDT,close,0.002,106172.2,0.17239999999999417
2025-07-01T16:28:02.737503,BTCUSDT,sell,0.002,106170.6,0.0
2025-07-01T16:28:02.737503,BTCUSDT,short,0.002,106172.2,0.0
2025-07-01T16:47:01.327554,BTCUSDT,buy,0.002,106007.8,0.0
2025-07-01T16:47:01.329556,BTCUSDT,close,0.002,106007.8,-0.3287999999999884
2025-07-01T16:47:02.432717,BTCUSDT,sell,0.003,106001.4,0.0
2025-07-01T16:47:02.433722,BTCUSDT,short,0.003,106007.8,0.0
2025-07-01T16:49:01.279779,BTCUSDT,buy,0.003,106106.3,0.0
2025-07-01T16:49:01.280779,BTCUSDT,close,0.003,106103.2,0.2861999999999825
2025-07-01T16:49:02.884974,BTCUSDT,sell,0.002,106090.5,0.0
2025-07-01T16:49:02.885975,BTCUSDT,short,0.002,106103.2,0.0
2025-07-01T17:05:01.374583,BTCUSDT,buy,0.002,105887.6,0.0
2025-07-01T17:05:01.375591,BTCUSDT,close,0.002,105887.6,-0.43119999999998254
2025-07-01T17:05:03.002331,BTCUSDT,sell,0.002,105885.5,0.0
2025-07-01T17:05:03.002331,BTCUSDT,short,0.002,105887.6,0.0
2025-07-01T17:06:01.155062,BTCUSDT,buy,0.002,105946.4,0.0
2025-07-01T17:06:01.156072,BTCUSDT,close,0.002,105946.4,0.11759999999997672
2025-07-01T17:06:02.755277,BTCUSDT,sell,0.002,105940.8,0.0
2025-07-01T17:06:02.756302,BTCUSDT,short,0.002,105946.4,0.0
2025-07-01T17:10:01.484694,BTCUSDT,buy,0.002,106053.1,0.0
2025-07-01T17:10:01.485684,BTCUSDT,close,0.002,106050.6,0.2084000000000233
2025-07-01T17:10:03.083862,BTCUSDT,sell,0.001,106050.6,0.0
2025-07-01T17:10:03.085089,BTCUSDT,short,0.001,106050.6,0.0
2025-07-01T17:13:01.649592,BTCUSDT,buy,0.001,106128.0,0.0
2025-07-01T17:13:01.650606,BTCUSDT,close,0.001,106128.0,0.07739999999999418
2025-07-01T17:13:02.737731,BTCUSDT,sell,0.002,106127.1,0.0
2025-07-01T17:13:02.738734,BTCUSDT,short,0.002,106128.0,0.0
2025-07-01T17:23:01.016136,BTCUSDT,buy,0.002,106199.9,0.0
2025-07-01T17:23:01.017135,BTCUSDT,close,0.002,106199.9,0.14379999999998835
2025-07-01T17:23:02.628553,BTCUSDT,sell,0.003,106198.26667,0.0
2025-07-01T17:23:02.629551,BTCUSDT,short,0.003,106199.9,0.0
2025-07-01T17:25:01.407355,BTCUSDT,buy,0.003,106240.0,0.0
2025-07-01T17:25:01.408365,BTCUSDT,close,0.003,106240.0,0.12030000000001746
2025-07-01T17:25:02.505907,BTCUSDT,sell,0.002,106237.2,0.0
2025-07-01T17:25:02.505907,BTCUSDT,short,0.002,106240.0,0.0
2025-07-01T17:34:01.916655,BTCUSDT,buy,0.002,106052.8,0.0
2025-07-01T17:34:01.917677,BTCUSDT,close,0.002,106058.8,-0.36239999999999417
2025-07-01T17:34:03.528433,BTCUSDT,sell,0.002,106039.7,0.0
2025-07-01T17:34:03.530488,BTCUSDT,short,0.002,106058.8,0.0
2025-07-01T17:41:01.587767,BTCUSDT,buy,0.002,106130.2,0.0
2025-07-01T17:41:01.588773,BTCUSDT,close,0.002,106130.3,0.14300000000000002
2025-07-01T17:41:03.189776,BTCUSDT,sell,0.002,106125.55,0.0
2025-07-01T17:41:03.189776,BTCUSDT,short,0.002,106130.3,0.0
2025-07-01T17:42:01.396248,BTCUSDT,buy,0.002,106198.4,0.0
2025-07-01T17:42:01.396248,BTCUSDT,close,0.002,106198.4,0.13619999999998253
2025-07-01T17:42:03.005034,BTCUSDT,sell,0.002,106197.6,0.0
2025-07-01T17:42:03.005034,BTCUSDT,short,0.002,106198.4,0.0
2025-07-01T18:17:01.312818,BTCUSDT,buy,0.002,106056.7,0.0
2025-07-01T18:17:01.313997,BTCUSDT,close,0.002,106056.7,-0.2833999999999942
2025-07-01T18:17:02.420329,BTCUSDT,sell,0.005,106056.6,0.0
2025-07-01T18:17:02.420329,BTCUSDT,short,0.005,106056.7,0.0
2025-07-01T18:19:01.598171,BTCUSDT,buy,0.005,105959.6,0.0
2025-07-01T18:19:01.598171,BTCUSDT,close,0.005,105959.6,-0.48549999999995636
2025-07-01T18:19:03.202881,BTCUSDT,sell,0.003,105951.0,0.0
2025-07-01T18:19:03.202881,BTCUSDT,short,0.003,105959.6,0.0
2025-07-01T18:40:02.100074,BTCUSDT,buy,0.003,105826.0,0.0
2025-07-01T18:40:02.100074,BTCUSDT,close,0.003,105822.7,-0.4107000000000262
2025-07-01T18:40:03.704726,BTCUSDT,sell,0.006,105825.6,0.0
2025-07-01T18:40:03.704726,BTCUSDT,short,0.006,105822.7,0.0
2025-07-01T18:59:02.648579,BTCUSDT,buy,0.006,105652.3,0.0
2025-07-01T18:59:02.649611,BTCUSDT,close,0.006,105651.0,-1.0301999999999825
2025-07-01T18:59:04.270199,BTCUSDT,sell,0.002,105649.5,0.0
2025-07-01T18:59:04.270199,BTCUSDT,short,0.002,105651.0,0.0
2025-07-01T19:00:03.292170,BTCUSDT,buy,0.002,105724.95,0.0
2025-07-01T19:00:03.292170,BTCUSDT,close,0.002,105726.2,0.15039999999999418
2025-07-01T19:00:04.921154,BTCUSDT,sell,0.002,105722.8,0.0
2025-07-01T19:00:04.922455,BTCUSDT,short,0.002,105726.2,0.0
2025-07-01T19:09:01.487362,BTCUSDT,buy,0.002,105538.0,0.0
2025-07-01T19:09:01.487362,BTCUSDT,close,0.002,105534.8,-0.38279999999998837
2025-07-01T19:09:03.106951,BTCUSDT,sell,0.001,105534.9,0.0
2025-07-01T19:09:03.106951,BTCUSDT,short,0.001,105534.8,0.0
2025-07-01T19:15:00.952749,BTCUSDT,buy,0.001,105604.5,0.0
2025-07-01T19:15:00.953749,BTCUSDT,close,0.001,105604.5,0.0696999999999971
2025-07-01T19:15:02.560010,BTCUSDT,sell,0.002,105604.1,0.0
2025-07-01T19:15:02.561025,BTCUSDT,short,0.002,105604.5,0.0
2025-07-01T19:24:03.333038,BTCUSDT,buy,0.002,105665.9,0.0
2025-07-01T19:24:03.334042,BTCUSDT,close,0.002,105665.8,0.12260000000000583
2025-07-01T19:24:04.956721,BTCUSDT,sell,0.002,105665.8,0.0
2025-07-01T19:24:04.957921,BTCUSDT,short,0.002,105665.8,0.0
2025-07-01T19:43:04.065201,BTCUSDT,buy,0.002,105400.8,0.0
2025-07-01T19:43:04.066347,BTCUSDT,close,0.002,105399.9,-0.5318000000000175
2025-07-01T19:43:05.688039,BTCUSDT,sell,0.002,105400.0,0.0
2025-07-01T19:43:05.688039,BTCUSDT,short,0.002,105399.9,0.0
2025-07-01T19:46:01.611383,BTCUSDT,buy,0.002,105450.4,0.0
2025-07-01T19:46:01.611383,BTCUSDT,close,0.002,105450.4,0.101
2025-07-01T19:46:03.219745,BTCUSDT,sell,0.002,105450.3,0.0
2025-07-01T19:46:03.220766,BTCUSDT,short,0.002,105450.4,0.0
2025-07-01T19:48:02.617052,BTCUSDT,buy,0.002,105539.8,0.0
2025-07-01T19:48:02.618162,BTCUSDT,close,0.002,105539.8,0.17880000000001747
2025-07-01T19:48:04.227764,BTCUSDT,sell,0.002,105538.7,0.0
2025-07-01T19:48:04.228789,BTCUSDT,short,0.002,105539.8,0.0
2025-07-01T19:49:01.400228,BTCUSDT,buy,0.002,105602.7,0.0
2025-07-01T19:49:01.401231,BTCUSDT,close,0.002,105600.1,0.12060000000000583
2025-07-01T19:49:03.013399,BTCUSDT,sell,0.002,105600.0,0.0
2025-07-01T19:49:03.014421,BTCUSDT,short,0.002,105600.1,0.0
2025-07-01T19:59:01.236140,BTCUSDT,buy,0.002,105384.7,0.0
2025-07-01T19:59:01.237215,BTCUSDT,close,0.002,105273.4,-0.6534000000000233
2025-07-01T19:59:02.858407,BTCUSDT,sell,0.002,105384.6,0.0
2025-07-01T19:59:02.859764,BTCUSDT,short,0.002,105273.4,0.0
2025-07-01T20:00:01.122918,BTCUSDT,buy,0.002,105352.7,0.0
2025-07-01T20:00:01.124391,BTCUSDT,close,0.002,105353.7,0.16060000000000582
2025-07-01T20:00:02.736232,BTCUSDT,sell,0.001,105352.2,0.0
2025-07-01T20:00:02.737254,BTCUSDT,short,0.001,105353.7,0.0
2025-07-01T20:12:00.961155,BTCUSDT,buy,0.001,105461.3,0.0
2025-07-01T20:12:00.961155,BTCUSDT,close,0.001,105461.4,0.10769999999999709
2025-07-01T20:12:02.583043,BTCUSDT,sell,0.001,105452.6,0.0
2025-07-01T20:12:02.583043,BTCUSDT,short,0.001,105461.4,0.0
2025-07-01T20:22:03.949904,BTCUSDT,buy,0.001,105528.1,0.0
2025-07-01T20:22:03.949904,BTCUSDT,close,0.001,105531.4,0.07
2025-07-01T20:22:05.575575,BTCUSDT,sell,0.002,105528.0,0.0
2025-07-01T20:22:05.576603,BTCUSDT,short,0.002,105531.4,0.0
2025-07-01T20:29:04.002567,BTCUSDT,buy,0.002,105578.7,0.0
2025-07-01T20:29:04.003575,BTCUSDT,close,0.002,105578.6,0.09440000000002328
2025-07-01T20:29:05.615585,BTCUSDT,sell,0.004,105578.6,0.0
2025-07-01T20:29:05.616585,BTCUSDT,short,0.004,105578.6,0.0
2025-07-01T20:31:01.208731,BTCUSDT,buy,0.004,105622.1,0.0
2025-07-01T20:31:01.209732,BTCUSDT,close,0.004,105622.1,0.17400000000000002
2025-07-01T20:31:02.815405,BTCUSDT,sell,0.003,105620.0,0.0
2025-07-01T20:31:02.816407,BTCUSDT,short,0.003,105622.1,0.0
2025-07-01T20:37:01.248046,BTCUSDT,buy,0.003,105655.0,0.0
2025-07-01T20:37:01.248046,BTCUSDT,close,0.003,105655.0,0.09869999999998254
2025-07-01T20:37:02.870914,BTCUSDT,sell,0.002,105654.2,0.0
2025-07-01T20:37:02.870914,BTCUSDT,short,0.002,105655.0,0.0
2025-07-01T20:40:01.433407,BTCUSDT,buy,0.002,105699.2,0.0
2025-07-01T20:40:01.434415,BTCUSDT,close,0.002,105699.2,0.08839999999999418
2025-07-01T20:40:03.029985,BTCUSDT,sell,0.002,105699.1,0.0
2025-07-01T20:40:03.029985,BTCUSDT,short,0.002,105699.2,0.0
2025-07-01T20:48:04.142452,BTCUSDT,buy,0.002,105755.6,0.0
2025-07-01T20:48:04.143473,BTCUSDT,close,0.002,105755.6,0.11280000000001747
2025-07-01T20:48:05.757173,BTCUSDT,sell,0.006,105754.9,0.0
2025-07-01T20:48:05.758191,BTCUSDT,short,0.006,105755.6,0.0
2025-07-01T20:52:02.131519,BTCUSDT,buy,0.006,105830.0,0.0
2025-07-01T20:52:02.132520,BTCUSDT,close,0.006,105830.0,0.4463999999999651
2025-07-01T20:52:03.745308,BTCUSDT,sell,0.005,105829.9,0.0
2025-07-01T20:52:03.745308,BTCUSDT,short,0.005,105830.0,0.0
2025-07-01T20:57:01.464098,BTCUSDT,buy,0.005,105886.2,0.0
2025-07-01T20:57:01.465103,BTCUSDT,close,0.005,105886.2,0.28099999999998543
2025-07-01T20:57:02.548240,BTCUSDT,sell,0.005,105886.0,0.0
2025-07-01T20:57:02.548240,BTCUSDT,short,0.005,105886.2,0.0
2025-07-01T21:02:01.466242,BTCUSDT,buy,0.005,105796.7,0.0
2025-07-01T21:02:01.467247,BTCUSDT,close,0.005,105792.0,-0.47099999999998543
2025-07-01T21:02:03.094203,BTCUSDT,sell,0.004,105793.55,0.0
2025-07-01T21:02:03.095201,BTCUSDT,short,0.004,105792.0,0.0
2025-07-01T21:06:02.011504,BTCUSDT,buy,0.004,105703.1,0.0
2025-07-01T21:06:02.012526,BTCUSDT,close,0.004,105700.0,-0.368
2025-07-01T21:06:03.627979,BTCUSDT,sell,0.003,105700.0,0.0
2025-07-01T21:06:03.627979,BTCUSDT,short,0.003,105700.0,0.0
2025-07-01T21:10:01.387758,BTCUSDT,buy,0.003,105762.9,0.0
2025-07-01T21:10:01.387758,BTCUSDT,close,0.003,105758.9,0.17669999999998254
2025-07-01T21:10:03.010524,BTCUSDT,sell,0.003,105762.8,0.0
2025-07-01T21:10:03.010524,BTCUSDT,short,0.003,105758.9,0.0
2025-07-01T21:15:01.076169,BTCUSDT,buy,0.003,105806.1,0.0
2025-07-01T21:15:01.077183,BTCUSDT,close,0.003,105801.2,0.12690000000000873
2025-07-01T21:15:02.699019,BTCUSDT,sell,0.004,105801.1,0.0
2025-07-01T21:15:02.699019,BTCUSDT,short,0.004,105801.2,0.0
2025-07-01T21:16:03.791458,BTCUSDT,buy,0.004,105848.4,0.0
2025-07-01T21:16:03.791458,BTCUSDT,close,0.004,105848.5,0.18920000000001164
2025-07-01T21:16:05.406450,BTCUSDT,sell,0.004,105845.5,0.0
2025-07-01T21:16:05.407470,BTCUSDT,short,0.004,105848.5,0.0
2025-07-01T21:19:01.526421,BTCUSDT,buy,0.004,105900.0,0.0
2025-07-01T21:19:01.527431,BTCUSDT,close,0.004,105900.0,0.20600000000000002
2025-07-01T21:19:03.150336,BTCUSDT,sell,0.003,105892.7,0.0
2025-07-01T21:19:03.151358,BTCUSDT,short,0.003,105900.0,0.0
2025-07-01T21:23:04.113621,BTCUSDT,buy,0.003,105947.7,0.0
2025-07-01T21:23:04.113621,BTCUSDT,close,0.003,105967.9,0.20369999999998253
2025-07-01T21:23:05.724471,BTCUSDT,sell,0.003,105947.6,0.0
2025-07-01T21:23:05.724471,BTCUSDT,short,0.003,105967.9,0.0
2025-07-01T21:32:02.748424,BTCUSDT,buy,0.003,105840.1,0.0
2025-07-01T21:32:02.748424,BTCUSDT,close,0.003,105835.0,-0.39869999999998257
2025-07-01T21:32:04.376475,BTCUSDT,sell,0.002,105835.0,0.0
2025-07-01T21:32:04.377474,BTCUSDT,short,0.002,105835.0,0.0
2025-07-01T22:26:01.388103,BTCUSDT,buy,0.002,105673.6,0.0
2025-07-01T22:26:01.389131,BTCUSDT,close,0.002,105673.6,-0.3227999999999884
2025-07-01T22:26:03.021956,BTCUSDT,sell,0.004,105667.7,0.0
2025-07-01T22:26:03.022986,BTCUSDT,short,0.004,105673.6,0.0
2025-07-01T22:28:02.341804,BTCUSDT,buy,0.004,105699.6,0.0
2025-07-01T22:28:02.342803,BTCUSDT,close,0.004,105695.2,0.08639999999996507
2025-07-01T22:28:03.953594,BTCUSDT,sell,0.005,105699.1,0.0
2025-07-01T22:28:03.953594,BTCUSDT,short,0.005,105695.2,0.0
2025-07-01T22:32:01.046125,BTCUSDT,buy,0.005,105612.96,0.0
2025-07-01T22:32:01.047124,BTCUSDT,close,0.005,105617.3,-0.3894999999999709
2025-07-01T22:32:02.667545,BTCUSDT,sell,0.004,105610.7,0.0
2025-07-01T22:32:02.667545,BTCUSDT,short,0.004,105617.3,0.0
2025-07-01T22:35:00.461503,BTCUSDT,buy,0.004,105670.0,0.0
2025-07-01T22:35:00.461503,BTCUSDT,close,0.004,105670.0,0.21079999999998836
2025-07-01T22:35:02.085324,BTCUSDT,sell,0.003,105667.83333,0.0
2025-07-01T22:35:02.085324,BTCUSDT,short,0.003,105670.0,0.0
2025-07-01T22:36:03.098831,BTCUSDT,buy,0.003,105705.2,0.0
2025-07-01T22:36:03.100071,BTCUSDT,close,0.003,105713.0,0.129
2025-07-01T22:36:04.695930,BTCUSDT,sell,0.003,105705.0,0.0
2025-07-01T22:36:04.696960,BTCUSDT,short,0.003,105713.0,0.0
2025-07-01T22:40:02.176433,BTCUSDT,buy,0.003,105749.0,0.0
2025-07-01T22:40:02.177447,BTCUSDT,close,0.003,105748.9,0.10769999999998255
2025-07-01T22:40:03.786616,BTCUSDT,sell,0.003,105744.93333,0.0
2025-07-01T22:40:03.787646,BTCUSDT,short,0.003,105748.9,0.0
2025-07-01T22:59:02.883278,BTCUSDT,buy,0.003,105601.7,0.0
2025-07-01T22:59:02.884277,BTCUSDT,close,0.003,105607.5,-0.42419999999998254
2025-07-01T22:59:04.499993,BTCUSDT,sell,0.003,105600.0,0.0
2025-07-01T22:59:04.499993,BTCUSDT,short,0.003,105607.5,0.0
2025-07-01T23:06:02.712302,BTCUSDT,buy,0.003,105424.9,0.0
2025-07-01T23:06:02.713359,BTCUSDT,close,0.003,105422.7,-0.5544000000000088
2025-07-01T23:06:04.318875,BTCUSDT,sell,0.002,105417.7,0.0
2025-07-01T23:06:04.319905,BTCUSDT,short,0.002,105422.7,0.0
2025-07-01T23:28:04.170773,BTCUSDT,buy,0.002,105486.4,0.0
2025-07-01T23:28:04.171772,BTCUSDT,close,0.002,105486.4,0.12739999999999418
2025-07-01T23:28:05.260091,BTCUSDT,sell,0.003,105486.3,0.0
2025-07-01T23:28:05.260091,BTCUSDT,short,0.003,105486.4,0.0
2025-07-01T23:48:01.649928,BTCUSDT,buy,0.003,105496.0,0.0
2025-07-01T23:48:01.650957,BTCUSDT,close,0.003,105529.9,0.1305
2025-07-01T23:48:03.269135,BTCUSDT,sell,0.003,105495.9,0.0
2025-07-01T23:48:03.270154,BTCUSDT,short,0.003,105529.9,0.0
2025-07-01T23:56:01.662158,BTCUSDT,buy,0.003,105568.5,0.0
2025-07-01T23:56:01.662158,BTCUSDT,close,0.003,105568.5,0.11580000000001746
2025-07-01T23:56:03.278846,BTCUSDT,sell,0.004,105566.6,0.0
2025-07-01T23:56:03.279900,BTCUSDT,short,0.004,105568.5,0.0
2025-07-01T23:58:03.974796,BTCUSDT,buy,0.004,105637.8,0.0
2025-07-01T23:58:03.974796,BTCUSDT,close,0.004,105637.8,0.27720000000001166
2025-07-01T23:58:05.052334,BTCUSDT,sell,0.003,105637.7,0.0
2025-07-01T23:58:05.052334,BTCUSDT,short,0.003,105637.8,0.0
2025-07-02T00:04:01.034239,BTCUSDT,buy,0.003,105654.3,0.0
2025-07-02T00:04:01.034239,BTCUSDT,close,0.003,105663.4,0.0767999999999738
2025-07-02T00:04:01.601126,BTCUSDT,sell,0.004,105654.2,0.0
2025-07-02T00:04:01.601126,BTCUSDT,short,0.004,105663.4,0.0
2025-07-02T00:09:02.544953,BTCUSDT,buy,0.004,105583.7,0.0
2025-07-02T00:09:02.545941,BTCUSDT,close,0.004,105583.8,-0.3183999999999651
2025-07-02T00:09:03.877667,BTCUSDT,sell,0.003,105580.5,0.0
2025-07-02T00:09:03.877667,BTCUSDT,short,0.003,105583.8,0.0
2025-07-02T00:13:01.530848,BTCUSDT,buy,0.003,105662.0,0.0
2025-07-02T00:13:01.530848,BTCUSDT,close,0.003,105662.0,0.23459999999999126
2025-07-02T00:13:02.856549,BTCUSDT,sell,0.003,105661.9,0.0
2025-07-02T00:13:02.858065,BTCUSDT,short,0.003,105662.0,0.0
2025-07-02T00:16:00.565197,BTCUSDT,buy,0.003,105737.4,0.0
2025-07-02T00:16:00.566237,BTCUSDT,close,0.003,105733.8,0.21540000000000872
2025-07-02T00:16:02.479589,BTCUSDT,sell,0.002,105728.9,0.0
2025-07-02T00:16:02.480761,BTCUSDT,short,0.002,105733.8,0.0
2025-07-02T00:40:01.171870,BTCUSDT,buy,0.002,105598.5,0.0
2025-07-02T00:40:01.172925,BTCUSDT,close,0.002,105598.5,-0.27060000000000584
2025-07-02T00:40:02.787928,BTCUSDT,sell,0.003,105594.9,0.0
2025-07-02T00:40:02.788965,BTCUSDT,short,0.003,105598.5,0.0
2025-07-02T00:48:03.685097,BTCUSDT,buy,0.003,105421.4,0.0
2025-07-02T00:48:03.686097,BTCUSDT,close,0.003,105421.4,-0.5313000000000174
2025-07-02T00:48:04.245030,BTCUSDT,sell,0.002,105421.0,0.0
2025-07-02T00:48:04.246042,BTCUSDT,short,0.002,105421.4,0.0
2025-07-02T01:18:01.570915,BTCUSDT,buy,0.002,105126.0,0.0
2025-07-02T01:18:01.571988,BTCUSDT,close,0.002,105129.9,-0.583
2025-07-02T01:18:03.208078,BTCUSDT,sell,0.002,105122.4,0.0
2025-07-02T01:18:03.208078,BTCUSDT,short,0.002,105129.9,0.0
2025-07-02T01:20:01.028964,BTCUSDT,buy,0.002,105386.3,0.0
2025-07-02T01:20:01.030171,BTCUSDT,close,0.002,105382.9,0.506
2025-07-02T01:20:02.654780,BTCUSDT,sell,0.002,105382.5,0.0
2025-07-02T01:20:02.654780,BTCUSDT,short,0.002,105382.9,0.0
2025-07-02T01:22:01.376833,BTCUSDT,buy,0.002,105502.1,0.0
2025-07-02T01:22:01.377883,BTCUSDT,close,0.002,105502.1,0.2384000000000233
2025-07-02T01:22:02.998096,BTCUSDT,sell,0.001,105497.7,0.0
2025-07-02T01:22:02.999119,BTCUSDT,short,0.001,105502.1,0.0
2025-07-02T01:39:01.276582,BTCUSDT,buy,0.001,105619.9,0.0
2025-07-02T01:39:01.277582,BTCUSDT,close,0.001,105619.9,0.11779999999998836
2025-07-02T01:39:02.904639,BTCUSDT,sell,0.002,105617.6,0.0
2025-07-02T01:39:02.905169,BTCUSDT,short,0.002,105619.9,0.0
2025-07-02T01:43:01.130008,BTCUSDT,buy,0.002,105675.0,0.0
2025-07-02T01:43:01.131031,BTCUSDT,close,0.002,105675.0,0.11020000000001165
2025-07-02T01:43:02.753851,BTCUSDT,sell,0.002,105671.4,0.0
2025-07-02T01:43:02.754851,BTCUSDT,short,0.002,105675.0,0.0
2025-07-02T01:50:03.966827,BTCUSDT,close,0.002,105745.5,0.14100000000000001
2025-07-02T01:50:07.594917,BTCUSDT,short,0.002,105745.5,0.0
2025-07-02T02:13:02.697053,BTCUSDT,buy,0.002,105556.6,0.0
2025-07-02T02:13:02.698055,BTCUSDT,close,0.002,105556.5,-0.378
2025-07-02T02:13:03.257608,BTCUSDT,sell,0.002,105556.5,0.0
2025-07-02T02:13:03.258672,BTCUSDT,short,0.002,105556.5,0.0
2025-07-02T02:28:01.268139,BTCUSDT,buy,0.002,105623.3,0.0
2025-07-02T02:28:01.269174,BTCUSDT,close,0.002,105616.2,0.11939999999999418
2025-07-02T02:28:02.879199,BTCUSDT,sell,0.003,105617.06667,0.0
2025-07-02T02:28:02.879199,BTCUSDT,short,0.003,105616.2,0.0
2025-07-02T02:29:02.413847,BTCUSDT,buy,0.003,105650.7,0.0
2025-07-02T02:29:02.414863,BTCUSDT,close,0.003,105650.6,0.1032000000000262
2025-07-02T02:29:04.042400,BTCUSDT,sell,0.003,105650.6,0.0
2025-07-02T02:29:04.043403,BTCUSDT,short,0.003,105650.6,0.0
2025-07-02T02:35:01.515472,BTCUSDT,buy,0.003,105700.0,0.0
2025-07-02T02:35:01.517497,BTCUSDT,close,0.003,105681.3,0.09209999999999127
2025-07-02T02:35:02.078083,BTCUSDT,sell,0.004,105681.3,0.0
2025-07-02T02:35:02.079242,BTCUSDT,short,0.004,105681.3,0.0
2025-07-02T02:38:01.197250,BTCUSDT,buy,0.004,105575.7,0.0
2025-07-02T02:38:01.198251,BTCUSDT,close,0.004,105572.0,-0.43720000000001163
2025-07-02T02:38:01.760218,BTCUSDT,sell,0.004,105572.0,0.0
2025-07-02T02:38:01.761741,BTCUSDT,short,0.004,105572.0,0.0
2025-07-02T02:43:00.449338,BTCUSDT,buy,0.004,105625.8,0.0
2025-07-02T02:43:00.450373,BTCUSDT,close,0.004,105625.8,0.21520000000001166
2025-07-02T02:43:01.017180,BTCUSDT,sell,0.005,105622.9,0.0
2025-07-02T02:43:01.017180,BTCUSDT,short,0.005,105625.8,0.0
2025-07-02T02:45:00.529363,BTCUSDT,buy,0.005,105652.0,0.0
2025-07-02T02:45:00.529363,BTCUSDT,close,0.005,105652.0,0.13099999999998546
2025-07-02T02:45:01.103954,BTCUSDT,sell,0.005,105651.9,0.0
2025-07-02T02:45:01.105141,BTCUSDT,short,0.005,105652.0,0.0
2025-07-02T02:48:01.147978,BTCUSDT,buy,0.005,105694.3,0.0
2025-07-02T02:48:01.147978,BTCUSDT,close,0.005,105694.3,0.21150000000001457
2025-07-02T02:48:01.710474,BTCUSDT,sell,0.004,105685.225,0.0
2025-07-02T02:48:01.711492,BTCUSDT,short,0.004,105694.3,0.0
2025-07-02T02:49:00.530289,BTCUSDT,buy,0.004,105741.2,0.0
2025-07-02T02:49:00.530289,BTCUSDT,close,0.004,105741.2,0.18759999999997673
2025-07-02T02:49:01.107665,BTCUSDT,sell,0.004,105740.3,0.0
2025-07-02T02:49:01.108940,BTCUSDT,short,0.004,105741.2,0.0
2025-07-02T02:50:00.804174,BTCUSDT,buy,0.004,105810.5,0.0
2025-07-02T02:50:00.805184,BTCUSDT,close,0.004,105810.5,0.27720000000001166
2025-07-02T02:50:03.371353,BTCUSDT,short,0.002,105810.5,0.0
2025-07-02T02:59:01.525831,BTCUSDT,buy,0.002,105871.7,0.0
2025-07-02T02:59:01.525831,BTCUSDT,close,0.002,105871.5,0.122
2025-07-02T02:59:03.133060,BTCUSDT,sell,0.002,105871.6,0.0
