ts,symbol,side,qty,price,pnl
2025-07-01T09:07:03.822370,BTCUSDT,sell,0.003,106721.3,0.0
2025-07-01T09:07:03.822370,BTCUSDT,short,0.003,106724.2,0.0
2025-07-01T09:18:02.367891,BTCUSDT,buy,0.003,106625.5,0.0
2025-07-01T09:18:02.369190,BTCUSDT,close,0.003,106627.8,-0.2891999999999825
2025-07-01T09:18:03.956962,BTCUSDT,sell,0.002,106621.0,0.0
2025-07-01T09:18:03.957970,BTCUSDT,short,0.002,106627.8,0.0
2025-07-01T09:47:02.206814,BTCUSDT,buy,0.002,106473.6,0.0
2025-07-01T09:47:02.207817,BTCUSDT,close,0.002,106473.3,-0.309
2025-07-01T09:47:03.826452,BTCUSDT,sell,0.002,106473.3,0.0
2025-07-01T09:47:03.827473,BTCUSDT,short,0.002,106473.3,0.0
2025-07-01T09:57:01.135293,BTCUSDT,buy,0.002,106540.8,0.0
2025-07-01T09:57:01.136376,BTCUSDT,close,0.002,106540.8,0.135
2025-07-01T09:57:02.744524,BTCUSDT,sell,0.002,106533.7,0.0
2025-07-01T09:57:02.745527,BTCUSDT,short,0.002,106540.8,0.0
2025-07-01T10:12:01.112302,BTCUSDT,buy,0.002,106582.7,0.0
2025-07-01T10:12:01.113310,BTCUSDT,close,0.002,106582.7,0.08379999999998836
2025-07-01T10:12:02.733758,BTCUSDT,sell,0.003,106580.0,0.0
2025-07-01T10:12:02.734802,BTCUSDT,short,0.003,106582.7,0.0
2025-07-01T10:18:02.519391,BTCUSDT,buy,0.003,106464.9,0.0
2025-07-01T10:18:02.520549,BTCUSDT,close,0.003,106466.0,-0.35009999999999125
2025-07-01T10:18:03.602843,BTCUSDT,sell,0.002,106457.0,0.0
2025-07-01T10:18:03.602843,BTCUSDT,short,0.002,106466.0,0.0
2025-07-01T10:39:00.981764,BTCUSDT,buy,0.002,106369.2,0.0
2025-07-01T10:39:00.983772,BTCUSDT,close,0.002,106337.6,-0.25679999999998837
2025-07-01T10:39:02.078415,BTCUSDT,sell,0.002,106337.6,0.0
2025-07-01T10:39:02.079429,BTCUSDT,short,0.002,106337.6,0.0
2025-07-01T11:00:01.351694,BTCUSDT,buy,0.002,106400.0,0.0
2025-07-01T11:00:01.352704,BTCUSDT,close,0.002,106400.0,0.12479999999998836
2025-07-01T11:00:02.462013,BTCUSDT,sell,0.003,106388.1,0.0
2025-07-01T11:00:02.463034,BTCUSDT,short,0.003,106400.0,0.0
2025-07-01T11:02:01.151239,BTCUSDT,buy,0.003,106471.2,0.0
2025-07-01T11:02:01.151239,BTCUSDT,close,0.003,106471.2,0.21359999999999127
2025-07-01T11:02:03.269076,BTCUSDT,sell,0.002,106471.1,0.0
2025-07-01T11:02:03.270083,BTCUSDT,short,0.002,106471.2,0.0
2025-07-01T11:08:01.034565,BTCUSDT,buy,0.002,106520.4,0.0
2025-07-01T11:08:01.035616,BTCUSDT,close,0.002,106520.4,0.09839999999999419
2025-07-01T11:08:02.641819,BTCUSDT,sell,0.003,106520.2,0.0
2025-07-01T11:08:02.641819,BTCUSDT,short,0.003,106520.4,0.0
2025-07-01T11:15:01.280056,BTCUSDT,buy,0.003,106371.0,0.0
2025-07-01T11:15:01.280056,BTCUSDT,close,0.003,106330.9,-0.5685
2025-07-01T11:15:02.374631,BTCUSDT,sell,0.003,106330.9,0.0
2025-07-01T11:15:02.374631,BTCUSDT,short,0.003,106330.9,0.0
2025-07-01T11:22:03.613830,BTCUSDT,buy,0.003,106361.4,0.0
2025-07-01T11:22:03.614831,BTCUSDT,close,0.003,106359.1,0.08460000000003493
2025-07-01T11:22:05.216005,BTCUSDT,sell,0.002,106358.8,0.0
2025-07-01T11:22:05.217022,BTCUSDT,short,0.002,106359.1,0.0
2025-07-01T11:25:01.184800,BTCUSDT,buy,0.002,106437.8,0.0
2025-07-01T11:25:01.184800,BTCUSDT,close,0.002,106452.0,0.18579999999998836
2025-07-01T11:25:02.788023,BTCUSDT,sell,0.002,106433.3,0.0
2025-07-01T11:25:02.789190,BTCUSDT,short,0.002,106452.0,0.0
2025-07-01T11:35:02.538036,BTCUSDT,buy,0.002,106560.0,0.0
2025-07-01T11:35:02.539051,BTCUSDT,close,0.002,106559.9,0.21579999999998836
2025-07-01T11:35:04.146446,BTCUSDT,sell,0.003,106559.9,0.0
2025-07-01T11:35:04.147585,BTCUSDT,short,0.003,106559.9,0.0
2025-07-01T12:02:03.118206,BTCUSDT,buy,0.003,106602.6,0.0
2025-07-01T12:02:03.119207,BTCUSDT,close,0.003,106602.6,0.12810000000003494
2025-07-01T12:02:04.218394,BTCUSDT,sell,0.003,106600.0,0.0
2025-07-01T12:02:04.219590,BTCUSDT,short,0.003,106602.6,0.0
2025-07-01T12:06:00.623287,BTCUSDT,buy,0.003,106718.4,0.0
2025-07-01T12:06:00.624640,BTCUSDT,close,0.003,106700.5,0.29369999999998253
2025-07-01T12:06:02.247012,BTCUSDT,sell,0.001,106700.4,0.0
2025-07-01T12:06:02.248011,BTCUSDT,short,0.001,106700.5,0.0
2025-07-01T12:25:02.742623,BTCUSDT,buy,0.001,106481.7,0.0
2025-07-01T12:25:02.743623,BTCUSDT,close,0.001,106471.6,-0.2288999999999942
2025-07-01T12:25:04.368475,BTCUSDT,sell,0.002,106471.0,0.0
2025-07-01T12:25:04.369481,BTCUSDT,short,0.002,106471.6,0.0
2025-07-01T12:28:00.975719,BTCUSDT,buy,0.002,106330.7,0.0
2025-07-01T12:28:00.976720,BTCUSDT,close,0.002,106325.4,-0.2924000000000233
2025-07-01T12:28:02.595315,BTCUSDT,sell,0.002,106325.4,0.0
2025-07-01T12:28:02.596667,BTCUSDT,short,0.002,106325.4,0.0
2025-07-01T12:31:01.445465,BTCUSDT,buy,0.002,106405.5,0.0
2025-07-01T12:31:01.445973,BTCUSDT,close,0.002,106403.4,0.156
2025-07-01T12:31:03.065913,BTCUSDT,sell,0.002,106403.1,0.0
2025-07-01T12:31:03.066955,BTCUSDT,short,0.002,106403.4,0.0
2025-07-01T12:33:01.349689,BTCUSDT,buy,0.002,106504.2,0.0
2025-07-01T12:33:01.350696,BTCUSDT,close,0.002,106504.2,0.20160000000000583
2025-07-01T12:33:02.947768,BTCUSDT,sell,0.002,106488.4,0.0
2025-07-01T12:33:02.948771,BTCUSDT,short,0.002,106504.2,0.0
2025-07-01T12:46:01.905711,BTCUSDT,buy,0.002,106325.4,0.0
2025-07-01T12:46:01.907733,BTCUSDT,close,0.002,106332.0,-0.3443999999999942
2025-07-01T12:46:03.009177,BTCUSDT,sell,0.002,106325.3,0.0
2025-07-01T12:46:03.010324,BTCUSDT,short,0.002,106332.0,0.0
2025-07-01T12:48:01.295676,BTCUSDT,buy,0.002,106400.3,0.0
2025-07-01T12:48:01.295676,BTCUSDT,close,0.002,106400.3,0.13660000000000583
2025-07-01T12:48:02.396579,BTCUSDT,sell,0.001,106406.3,0.0
2025-07-01T12:48:02.396579,BTCUSDT,short,0.001,106400.3,0.0
2025-07-01T13:18:01.849601,BTCUSDT,buy,0.001,106493.3,0.0
2025-07-01T13:18:01.852000,BTCUSDT,close,0.001,106493.3,0.093
2025-07-01T13:18:02.433059,BTCUSDT,sell,0.003,106492.1,0.0
2025-07-01T13:18:02.433059,BTCUSDT,short,0.003,106493.3,0.0
2025-07-01T13:27:02.158860,BTCUSDT,buy,0.003,106518.1,0.0
2025-07-01T13:27:02.159860,BTCUSDT,close,0.003,106523.0,0.08909999999999127
2025-07-01T13:27:03.778773,BTCUSDT,sell,0.003,106518.0,0.0
2025-07-01T13:27:03.780213,BTCUSDT,short,0.003,106523.0,0.0
2025-07-01T13:28:01.388362,BTCUSDT,buy,0.003,106568.1,0.0
2025-07-01T13:28:01.389373,BTCUSDT,close,0.003,106568.0,0.135
2025-07-01T13:28:02.491723,BTCUSDT,sell,0.003,106566.9,0.0
2025-07-01T13:28:02.494084,BTCUSDT,short,0.003,106568.0,0.0
2025-07-01T13:31:02.399283,BTCUSDT,buy,0.003,106678.0,0.0
2025-07-01T13:31:02.406757,BTCUSDT,close,0.003,106677.6,0.32880000000001747
2025-07-01T13:31:04.001417,BTCUSDT,sell,0.002,106677.5,0.0
2025-07-01T13:31:04.001417,BTCUSDT,short,0.002,106677.6,0.0
2025-07-01T13:37:01.488978,BTCUSDT,buy,0.002,106799.0,0.0
2025-07-01T13:37:01.490143,BTCUSDT,close,0.002,106799.0,0.24279999999998836
2025-07-01T13:37:03.103725,BTCUSDT,sell,0.001,106798.9,0.0
2025-07-01T13:37:03.104727,BTCUSDT,short,0.001,106799.0,0.0
2025-07-01T13:41:01.415701,BTCUSDT,buy,0.001,106423.7,0.0
2025-07-01T13:41:01.416830,BTCUSDT,close,0.001,106426.4,-0.3726000000000058
2025-07-01T13:41:03.029235,BTCUSDT,sell,0.001,106420.1,0.0
2025-07-01T13:41:03.030292,BTCUSDT,short,0.001,106426.4,0.0
2025-07-01T13:48:01.653961,BTCUSDT,buy,0.001,106581.1,0.0
2025-07-01T13:48:01.655967,BTCUSDT,close,0.001,106580.1,0.15370000000001163
2025-07-01T13:48:03.252067,BTCUSDT,sell,0.001,106578.5,0.0
2025-07-01T13:48:03.253066,BTCUSDT,short,0.001,106580.1,0.0
2025-07-01T13:51:01.043607,BTCUSDT,buy,0.001,106713.5,0.0
2025-07-01T13:51:01.043607,BTCUSDT,close,0.001,106712.5,0.1323999999999942
2025-07-01T13:51:02.651568,BTCUSDT,sell,0.001,106708.6,0.0
2025-07-01T13:51:02.652569,BTCUSDT,short,0.001,106712.5,0.0
2025-07-01T14:01:01.082344,BTCUSDT,buy,0.001,106836.2,0.0
2025-07-01T14:01:01.083381,BTCUSDT,close,0.001,106836.2,0.12369999999999709
2025-07-01T14:01:02.697853,BTCUSDT,sell,0.002,106834.4,0.0
2025-07-01T14:01:02.698855,BTCUSDT,short,0.002,106836.2,0.0
2025-07-01T14:07:01.479721,BTCUSDT,buy,0.002,106949.0,0.0
2025-07-01T14:07:01.479721,BTCUSDT,close,0.002,106930.9,0.18939999999999418
2025-07-01T14:07:03.106576,BTCUSDT,sell,0.004,106922.7,0.0
2025-07-01T14:07:03.107576,BTCUSDT,short,0.004,106930.9,0.0
2025-07-01T14:08:02.938169,BTCUSDT,buy,0.004,107017.1,0.0
2025-07-01T14:08:02.939406,BTCUSDT,close,0.004,107014.1,0.33280000000004656
2025-07-01T14:08:04.552651,BTCUSDT,sell,0.003,107009.9,0.0
2025-07-01T14:08:04.553648,BTCUSDT,short,0.003,107014.1,0.0
2025-07-01T14:15:02.448739,BTCUSDT,buy,0.003,107070.1,0.0
2025-07-01T14:15:02.449742,BTCUSDT,close,0.003,107070.1,0.168
2025-07-01T14:15:03.529882,BTCUSDT,sell,0.002,107068.0,0.0
2025-07-01T14:15:03.530879,BTCUSDT,short,0.002,107070.1,0.0
2025-07-01T14:23:01.462952,BTCUSDT,buy,0.002,106871.7,0.0
2025-07-01T14:23:01.463952,BTCUSDT,close,0.002,106868.8,-0.40260000000000584
2025-07-01T14:23:02.549075,BTCUSDT,sell,0.002,106865.6,0.0
2025-07-01T14:23:02.550078,BTCUSDT,short,0.002,106868.8,0.0
2025-07-01T14:28:01.387536,BTCUSDT,buy,0.002,106554.1,0.0
2025-07-01T14:28:01.388548,BTCUSDT,close,0.002,106554.1,-0.6293999999999942
2025-07-01T14:28:03.005452,BTCUSDT,sell,0.001,106550.5,0.0
2025-07-01T14:28:03.006478,BTCUSDT,short,0.001,106554.1,0.0
2025-07-01T14:39:01.391712,BTCUSDT,buy,0.001,106307.2,0.0
2025-07-01T14:39:01.391712,BTCUSDT,close,0.001,106304.7,-0.24940000000000873
2025-07-01T14:39:03.010616,BTCUSDT,sell,0.001,106302.9,0.0
2025-07-01T14:39:03.011618,BTCUSDT,short,0.001,106304.7,0.0
2025-07-01T14:43:01.396806,BTCUSDT,buy,0.001,105972.2,0.0
2025-07-01T14:43:01.397982,BTCUSDT,close,0.001,105964.8,-0.3398999999999942
2025-07-01T14:43:03.006978,BTCUSDT,sell,0.001,105960.8,0.0
2025-07-01T14:43:03.007981,BTCUSDT,short,0.001,105964.8,0.0
2025-07-01T15:14:01.318943,BTCUSDT,buy,0.001,105631.1,0.0
2025-07-01T15:14:01.319944,BTCUSDT,close,0.001,105631.1,-0.3336999999999971
2025-07-01T15:14:02.408661,BTCUSDT,sell,0.001,105629.9,0.0
2025-07-01T15:14:02.408661,BTCUSDT,short,0.001,105631.1,0.0
2025-07-01T15:19:02.218005,BTCUSDT,buy,0.001,105722.3,0.0
2025-07-01T15:19:02.219009,BTCUSDT,close,0.001,105724.1,0.093
2025-07-01T15:19:03.552636,BTCUSDT,sell,0.002,105717.7,0.0
2025-07-01T15:19:03.553727,BTCUSDT,short,0.002,105724.1,0.0
2025-07-01T15:23:02.789921,BTCUSDT,buy,0.002,105816.6,0.0
2025-07-01T15:23:02.789921,BTCUSDT,close,0.002,105816.6,0.185
2025-07-01T15:23:04.408126,BTCUSDT,sell,0.002,105813.0,0.0
2025-07-01T15:23:04.408126,BTCUSDT,short,0.002,105816.6,0.0
2025-07-01T15:27:01.332046,BTCUSDT,buy,0.002,105888.5,0.0
2025-07-01T15:27:01.333047,BTCUSDT,close,0.002,105888.4,0.14359999999997672
2025-07-01T15:27:02.942363,BTCUSDT,sell,0.001,105889.6,0.0
2025-07-01T15:27:02.942363,BTCUSDT,short,0.001,105888.4,0.0
2025-07-01T15:32:01.385450,BTCUSDT,buy,0.001,105998.5,0.0
